Date,Time(UTC),Millisecond,Md,Mb,Mw,Lat,Long,Depth(Km),Region,Type,Mw1,Mo,Mw2
2/24/2014,0:52:13,783,3.1,0,2.9,33.2348,35.3983,1,Lebanon,EQ,2.9,,2.9
2/28/2014,19:24:01,102,3.2,0,2.9,32.2589,35.3441,5,E.Shomron,F,2.9,,2.9
3/7/2014,19:36:59,492,4,4.1,3.5,28.0857,34.6693,4,Arnona-Dakar-Deep,EQ,3.5,,3.5
3/10/2014,0:44:36,25,2.8,0,3,27.1798,36.0852,1,Saudi-Arabia,EQ,3,,3
3/15/2014,11:57:48,693,4.3,4.4,3.9,27.5825,34.7478,1,Red-Sea,EQ,3.9,,3.9
3/15/2014,12:55:06,547,3.2,0,3,27.9763,34.8007,1,Red-Sea,EQ,3,,3
3/16/2014,6:26:06,205,3.1,0,2.9,35.09,34.4228,30,E.Mediter.Sea,EQ,2.9,,2.9
3/19/2014,6:55:57,507,2.6,0,3.2,34.5061,33.0762,9,E.Mediter.Sea,EQ,3.2,,3.2
3/23/2014,4:55:43,888,3.6,0,3.4,34.3851,34.0116,30,E.Mediter.Sea,EQ,3.4,,3.4
4/8/2014,6:43:30,51,3,0,2.7,28.4606,34.6632,1,Arnona-Dakar-Deep,EQ,2.7,,2.7
4/8/2014,10:00:03,506,3,0,2.9,29.2252,32.911,3,Suez,EQ,2.9,,2.9
4/13/2014,23:37:39,827,3.8,0,3.7,28.1913,32.9552,30,Suez,EQ,3.7,,3.7
4/24/2014,14:32:23,389,3.7,0,3.4,27.958,34.6559,10,Arnona-Dakar-Deep,EQ,3.4,,3.4
4/26/2014,4:04:35,145,3.7,4,3.7,35.8401,32.1919,60,E.Mediter.Sea,EQ,3.7,,3.7
5/20/2014,13:27:20,286,3.1,0,3.1,29.1353,32.7762,1,Suez,EQ,3.1,,3.1
5/24/2014,7:27:30,657,4.6,4.6,4.2,30.4765,35.3005,20,Arava,F,4.2,,4.2
5/25/2014,12:22:54,440,3.9,4,3.6,34.1747,35.462,8,E.Mediter.Sea,EQ,3.6,,3.6
6/2/2014,23:17:44,643,3.1,0,3,34.3539,32.18,10,E.Mediter.Sea,EQ,3,,3
6/5/2014,11:17:38,177,3.3,0,3.1,34.8242,33.9031,9,E.Mediter.Sea,EQ,3.1,,3.1
6/14/2014,7:18:21,111,3.1,0,2.6,29.9221,35.0606,8,Arava,EQ,2.6,,2.6
6/19/2014,20:30:50,175,4.3,4.4,4.1,35.5627,32.0045,50,E.Mediter.Sea,EQ,4.1,,4.1
6/30/2014,9:08:05,399,3,0,2.7,32.5207,35.4128,14,E.Shomron,EQ,2.7,,2.7
6/30/2014,16:35:23,919,3.3,0,3.3,35.01,33.93,45,Cyprus,EQ,3.3,,3.3
7/2/2014,10:05:46,883,3.5,0,3.3,33.403,34.6424,18,E.Mediter.Sea,F,3.3,,3.3
7/5/2014,15:45:33,347,3.7,4,3.4,29.8767,32.5362,1,Suez,EQ,3.4,,3.4
7/5/2014,21:41:34,222,4,4.1,3.7,33.559,35.5598,1,Roum,F,3.7,,3.7
7/18/2014,20:01:26,995,4.3,4.4,4.4,30.1085,32.1472,6,Suez,EQ,4.4,,4.4
7/22/2014,3:03:45,75,4.6,4.6,4.3,29.7951,32.4226,30,Suez,EQ,4.3,,4.3
7/31/2014,0:09:17,652,3.1,0,2.8,29.8039,32.4429,26,Suez,EQ,2.8,,2.8
8/2/2014,14:38:06,330,2.3,0,3.1,34.7185,32.7683,10,Cyprus,EQ,3.1,,3.1
8/18/2014,2:02:53,57,3,0,2.8,35.2671,37.2562,0,Syria,EQ,2.8,,2.8
9/1/2014,20:50:08,43,4,4.1,3.7,34.1535,36.1606,0,Yamune,EQ,3.7,,3.7
9/22/2014,7:25:38,753,3.8,0,3.5,35.3077,35.5198,17,E.Mediter.Sea,EQ,3.5,,3.5
9/29/2014,21:43:05,59,3,0,3,34.76,33.8227,30,E.Mediter.Sea,EQ,3,,3
10/16/2014,21:42:40,25,3.1,0,3,27.0823,34.5773,1,Red-Sea,EQ,3,,3
10/19/2014,17:47:59,796,3.1,0,2.7,28.7622,34.5051,1,Aragonese-Deep,EQ,2.7,,2.7
10/25/2014,10:43:33,890,3.1,0,3.4,34.071,37.1875,3,Palmira,EQ,3.4,,3.4
11/11/2014,4:30:17,416,3.6,4.1,3.5,33.7761,32.1904,25,E.Mediter.Sea,EQ,3.5,,3.5
11/21/2014,20:20:41,237,3.2,0,3.1,33.8302,32.8132,30,E.Mediter.Sea,EQ,3.1,,3.1
12/17/2014,13:36:55,427,2.9,0,3.1,29.1177,32.8551,3,Suez,EQ,3.1,,3.1
12/25/2014,14:07:50,210,3.5,0,3.3,34.7749,34.2228,9,E.Mediter.Sea,EQ,3.3,,3.3
1/6/2015,17:02:30,964,3.3,0,2.7,31.2987,35.5324,0,Dead-Sea-Basin,EQ,2.7,,2.7
2/14/2015,11:50:07,385,3.8,4.1,3.5,33.6351,34.8577,9,E.Mediter.Sea,F,3.5,,3.5
2/25/2015,11:58:07,66,3.1,0,3.3,34.459,32.7324,9,E.Mediter.Sea,EQ,3.3,,3.3
3/7/2015,10:48:13,310,3.1,0,2.9,27.7712,34.6082,2,Red-Sea,EQ,2.9,,2.9
3/19/2015,18:37:16,994,0,0,3.3,35.0381,32.0687,20,E.Mediter.Sea,EQ,3.3,,3.3
4/15/2015,8:25:16,33,5.2,5.1,4.9,34.7777,32.3505,31,Cyprus,EQ,4.9,,4.9
4/15/2015,8:33:52,855,3.8,4.1,0,34.68,32.43,25,E.Mediter.Sea,EQ,3.5,14.2536,3.4
4/15/2015,8:38:10,7,3,0,2.8,34.7387,32.3987,20,Cyprus,EQ,2.8,,2.8
5/7/2015,12:01:59,511,3.1,0,3.1,34.8105,36.3304,3,Yamune,EQ,3.1,,3.1
6/27/2015,15:33:59,568,5.5,5.3,5.5,28.877,34.7067,4,Aragonese-Deep,F,5.5,,5.5
6/28/2015,8:27:51,818,3.6,0,3.3,28.9831,34.7695,10,Aragonese-Deep,EQ,3.3,,3.3
6/29/2015,7:02:35,150,3,0,2.9,29.0041,34.6957,1,Aragonese-Deep,EQ,2.9,,2.9
6/30/2015,6:57:25,585,3.2,0,2.9,35.5692,35.4101,2,E.Mediter.Sea,EQ,2.9,,2.9
7/8/2015,2:15:30,86,4.3,4.4,4,28.916,34.6646,5,Aragonese-Deep,EQ,4,,4
7/17/2015,16:41:31,964,3.5,0,3.2,33.8278,33.9754,31,E.Mediter.Sea,EQ,3.2,,3.2
7/21/2015,16:29:18,668,4,4.2,3.9,34.6937,33.0986,15,Cyprus,EQ,3.9,,3.9
7/30/2015,2:39:05,833,4.4,4.4,4.1,31.4035,35.4708,15,Dead-Sea-Basin,F,4.1,,4.1
7/30/2015,15:04:12,656,4.3,4.4,4,34.243,33.6924,31,E.Mediter.Sea,EQ,4,,4
8/8/2015,2:43:09,403,3,0,2.9,30.3628,33.8177,9,Sinai,EQ,2.9,,2.9
8/10/2015,10:36:33,475,3,0,3.2,34.5095,32.3985,80,E.Mediter.Sea,EQ,3.2,,3.2
8/15/2015,7:39:48,567,3.1,0,3.2,31.2877,35.5061,11,Dead-Sea-Basin,F,3.2,,3.2
8/16/2015,5:24:11,128,3.1,0,2.8,33.196,36.805,1,W.Sirhan,EQ,2.8,,2.8
8/18/2015,6:00:46,279,2.9,0,3,29.1721,32.8043,1,Suez,EQ,3,,3
8/28/2015,11:59:09,300,3,0,2.7,34.5282,33.6548,9,E.Mediter.Sea,EQ,2.7,,2.7
8/30/2015,10:58:11,949,3.3,0,3.5,35.5489,32.2957,60,E.Mediter.Sea,EQ,3.5,,3.5
9/3/2015,3:16:20,564,4,4.2,3.6,28.6353,34.8151,11,Arnona-Dakar-Deep,EQ,3.6,,3.6
10/11/2015,11:01:09,614,4,4.2,4,27.1037,35.324,1,Red-Sea,EQ,4,,4
10/23/2015,20:29:07,677,3.4,0,3.1,28.9383,34.696,0,Aragonese-Deep,EQ,3.1,,3.1
11/6/2015,17:50:23,208,3.2,0,3.3,34.2254,36.0588,0,Yamune,EQ,3.3,,3.3
11/10/2015,20:29:46,299,3.5,0,3.5,34.778,32.0235,30,E.Mediter.Sea,EQ,3.5,,3.5
11/13/2015,16:09:02,189,3.2,0,3.3,34.7248,32.0834,20,E.Mediter.Sea,EQ,3.3,,3.3
11/14/2015,17:09:35,35,2.8,0,3,34.85,32.14,10,E.Mediter.Sea,EQ,3,,3
12/1/2015,0:59:54,27,3.2,0,3.2,30.0105,32.5907,1,Suez,EQ,3.2,,3.2
12/11/2015,18:54:25,605,3,0,3.3,35.1278,33.0813,20,Cyprus,EQ,3.3,,3.3
12/20/2015,1:43:20,836,3.5,0,3.6,34.5772,33.329,15,E.Mediter.Sea,EQ,3.6,,3.6
12/22/2015,21:28:26,572,3.5,0,3.1,28.6449,34.8082,5,Aragonese-Deep,EQ,3.1,,3.1
1/5/2016,7:17:16,694,4.2,4.4,3.8,34.2717,32.6878,31,E.Mediter.Sea,EQ,3.8,,3.8
1/19/2016,12:18:14,500,3.1,0,3.2,34.6262,32.8456,30,Cyprus,EQ,3.2,,3.2
2/7/2016,12:35:49,819,3.9,0,3.2,30.0409,35.1324,17,Arava,EQ,3.2,,3.2
2/12/2016,1:54:19,948,2.9,0,3.1,29.1582,32.5825,1,Suez,EQ,3.1,,3.1
2/18/2016,13:09:40,623,2.9,0,3.2,34.6904,32.6302,10,Cyprus,EQ,3.2,,3.2
2/21/2016,4:19:31,133,3,0,3.1,29.9063,32.1492,40,Suez,EQ,3.1,,3.1
3/2/2016,23:11:55,594,3.1,0,3.3,34.7042,32.4556,30,Cyprus,EQ,3.3,,3.3
3/4/2016,6:13:23,663,3.3,0,3.1,33.9825,32.5233,60,E.Mediter.Sea,EQ,3.1,,3.1
3/5/2016,0:33:50,421,3,0,3,29.9816,32.3712,1,Suez,EQ,3,,3
3/16/2016,20:39:41,695,3.3,0,3.4,28.2701,33.0319,20,Suez,EQ,3.4,,3.4
3/22/2016,14:23:13,59,3.7,0,3.6,35.2351,32.565,80,Cyprus,EQ,3.6,,3.6
3/22/2016,20:24:21,159,4,4.1,3.9,34.8983,33.874,30,Cyprus,EQ,3.9,,3.9
3/28/2016,0:26:27,160,3.7,0,3.9,36,35.5,1,E.Mediter.Sea,EQ,3.9,,3.9
4/15/2016,4:15:03,660,3.4,0,3.3,31.2698,35.4088,20,Dead-Sea-Basin,F,3.3,,3.3
4/18/2016,2:41:49,14,3.3,0,3,30.4845,34.4965,10,Sinai,EQ,3,,3
4/18/2016,3:43:18,134,3.1,0,3.1,35.0382,32.5173,40,Cyprus,EQ,3.1,,3.1
5/1/2016,21:08:06,49,3.8,4,3.9,27.1714,34.416,0,Red-Sea,EQ,3.9,,3.9
5/2/2016,14:13:59,856,2.9,0,3.1,27.5599,34.2947,1,Red-Sea,EQ,3.1,,3.1
5/4/2016,23:13:46,573,3.3,0,3.5,27.5523,34.2861,1,Red-Sea,EQ,3.5,,3.5
5/5/2016,20:01:53,621,2.2,0,3,35.3222,32.2987,60,E.Mediter.Sea,EQ,3,,3
5/12/2016,0:18:37,741,3.9,4.1,0,35.0654,33.5375,20,Cyprus,EQ,3.6,,3.5
5/12/2016,22:44:49,599,0,0,3,34.7046,33.868,20,E.Mediter.Sea,EQ,3,,3
5/16/2016,1:42:03,689,4.1,4.3,3.7,28.4943,34.8066,5,Arnona-Dakar-Deep,EQ,3.7,,3.7
5/16/2016,1:45:59,946,5.1,5,4.8,28.5785,34.749,18,Arnona-Dakar-Deep,F,4.8,,4.8
5/16/2016,2:20:11,13,0,0,3.2,28.622,34.6,3,Arnona-Dakar-Deep,EQ,3.2,,3.2
5/16/2016,3:24:08,666,3.3,0,3.1,28.4668,34.9084,5,Saudi-Arabia,EQ,3.1,,3.1
5/16/2016,4:11:30,334,3.1,0,3,28.6545,34.6584,2,Arnona-Dakar-Deep,EQ,3,,3
5/16/2016,20:36:09,813,3.2,0,2.9,28.4149,34.7999,1,Arnona-Dakar-Deep,EQ,2.9,,2.9
5/19/2016,3:43:48,607,3,0,3,28.4574,34.8,2,Arnona-Dakar-Deep,EQ,3,,3
5/22/2016,4:02:05,168,3.2,0,3.2,34.8181,37.6522,5,Palmira,EQ,3.2,,3.2
6/8/2016,13:54:36,257,3,0,2.9,28.5352,34.8008,1,Arnona-Dakar-Deep,EQ,2.9,,2.9
6/14/2016,2:07:30,958,2.9,0,3,35.706,37.4776,1,Syria,EQ,3,,3
6/29/2016,13:24:30,339,3.6,0,3.6,33.6811,35.5869,1,Roum,EQ,3.6,,3.6
7/3/2016,11:42:53,588,3.2,0,3.3,34.6151,32.9577,20,Cyprus,EQ,3.3,,3.3
7/23/2016,17:44:50,208,3.4,0,3,28.5128,34.7496,0,Arnona-Dakar-Deep,EQ,3,,3
8/9/2016,9:08:58,298,3.9,4.2,3.8,28.622,32.6833,60,Suez,EQ,3.8,,3.8
8/11/2016,4:25:57,176,3.5,0,3.4,27.7221,34.1902,1,Suez,EQ,3.4,,3.4
8/13/2016,3:06:11,274,3.8,4,3.4,28.4973,34.7914,0,Arnona-Dakar-Deep,EQ,3.4,,3.4
8/24/2016,4:06:54,236,3.1,0,3,30.1594,32.0571,2,Suez,EQ,3,,3
9/8/2016,0:26:45,925,3.3,0,3.2,28.6374,32.8434,0,Suez,EQ,3.2,,3.2
10/12/2016,2:53:01,407,2.9,0,3.1,35.9307,36.3429,5,Syria,EQ,3.1,,3.1
10/25/2016,7:41:09,43,0,0,3.1,27.2052,34.9214,10,Red-Sea,EQ,3.1,,3.1
10/27/2016,15:38:22,56,3.1,0,3,33.5483,34.9473,14,E.Mediter.Sea,F,3,,3
10/31/2016,4:16:54,255,4.1,4.2,3.6,28.5087,34.7657,0,Arnona-Dakar-Deep,EQ,3.6,,3.6
10/31/2016,4:37:12,295,3,0,3,28.5161,34.7378,1,Arnona-Dakar-Deep,EQ,3,,3
11/6/2016,4:32:04,315,2.9,0,3,34.6538,32.9149,5,Cyprus,EQ,3,,3
11/6/2016,19:46:02,401,3.9,4.1,3.6,34.73,33.68,25,E.Mediter.Sea,EQ,3.6,,3.6
11/19/2016,23:37:25,47,3.3,0,3.3,33.2382,35.4219,5,Lebanon,F,3.3,,3.3
11/24/2016,2:19:18,502,2.7,0,3.1,27.8776,32.6155,0,Egypt,EQ,3.1,,3.1
11/29/2016,17:01:10,556,5,4.9,4.7,28.5012,34.8048,0,Arnona-Dakar-Deep,EQ,4.7,,4.7
11/29/2016,21:11:04,169,3.1,0,2.8,34.51,32.1,5,E.Mediter.Sea,EQ,2.8,,2.8
11/30/2016,4:42:45,546,0,0,3.1,34.6849,32.068,20,E.Mediter.Sea,EQ,3.1,,3.1
11/30/2016,20:13:11,482,0,0,3.4,34.7179,32.0818,20,E.Mediter.Sea,EQ,3.4,,3.4
12/1/2016,14:53:36,422,3.1,0,3,33.284,35.4218,1,Lebanon,EQ,3,,3
12/2/2016,4:35:44,963,3.8,0,3.7,32.9371,35.6275,13,Hula-Kinneret,F,3.7,,3.7
12/27/2016,1:48:59,275,4.1,4.3,3.7,28.5328,34.792,1,Arnona-Dakar-Deep,EQ,3.7,,3.7
12/30/2016,2:33:36,951,3.3,0,3.2,30.385,32.0414,3,Suez,EQ,3.2,,3.2
1/5/2017,8:11:07,111,3.3,0,2.9,28.6849,34.8223,0,Aragonese-Deep,EQ,2.9,,2.9
1/6/2017,5:15:47,22,3.2,0,2.9,32.2785,35.6822,8,Jordan-Valley,EQ,2.9,,2.9
1/8/2017,9:22:17,949,3.9,4.1,4,33.5574,33.2647,40,E.Mediter.Sea,EQ,4,,4
1/9/2017,13:19:05,771,2.8,0,3,29.0573,32.9212,3,Suez,EQ,3,,3
1/13/2017,21:43:34,317,4,4.2,3.8,35.4066,32.5604,60,E.Mediter.Sea,EQ,3.8,,3.8
1/14/2017,0:15:09,241,3,0,3.2,35.3932,32.4467,40,E.Mediter.Sea,EQ,3.2,,3.2
1/19/2017,17:29:00,902,3,0,3.1,30.4088,32.0002,1,Suez,EQ,3.1,,3.1
1/20/2017,5:36:35,902,3,0,0,27.7521,33.6191,10,Suez,EQ,2.8,13.38,2.9
2/9/2017,21:30:43,284,3.5,0,3.4,27.6947,35.0654,5,Red-Sea,EQ,3.4,,3.4
2/9/2017,22:30:25,928,3.8,4,3.4,27.7158,34.9135,5,Red-Sea,EQ,3.4,,3.4
2/24/2017,15:58:27,927,3.2,0,3,31.2824,35.4049,21,Dead-Sea-Basin,EQ,3,,3
3/18/2017,18:15:25,757,4.5,4.6,4.5,34.38,32.2,10,E.Mediter.Sea,EQ,4.5,,4.5
3/21/2017,17:39:44,878,3.5,0,3.5,29.1088,34.796,9,Eilat-Deep,EQ,3.5,,3.5
4/4/2017,7:52:51,533,3,0,2.8,32.9638,34.9964,12,Carmel-Tirza,F,2.8,,2.8
5/8/2017,1:32:49,709,3.6,0,3.5,27.8167,33.3103,31,Suez,EQ,3.5,,3.5
5/15/2017,3:46:23,27,3,0,3.2,35.1607,32.478,60,Cyprus,EQ,3.2,,3.2
5/19/2017,11:01:26,293,3.5,0,3.7,27.9184,34.329,8,Arnona-Dakar-Deep,EQ,3.7,,3.7
5/19/2017,14:16:12,282,4.5,4.6,4.3,27.271,34.517,1,Red-Sea,EQ,4.3,,4.3
5/20/2017,5:41:13,75,3.9,4.1,4,34.9582,33.8879,20,Cyprus,EQ,4,,4
5/20/2017,6:05:27,552,0,0,3.2,34.9164,33.9329,16,Cyprus,EQ,3.2,,3.2
5/20/2017,8:22:38,842,0,0,3.1,34.879,33.9132,16,E.Mediter.Sea,EQ,3.1,,3.1
5/20/2017,17:05:46,833,3.1,0,3.1,29.0182,32.4871,31,Suez,EQ,3.1,,3.1
5/24/2017,11:06:51,914,3.3,0,3.3,29.1315,32.7696,1,Suez,EQ,3.3,,3.3
5/29/2017,0:35:46,51,3.7,4.1,3.9,34.1522,32.8792,20,E.Mediter.Sea,EQ,3.9,,3.9
5/29/2017,21:26:51,693,3.1,0,3.1,34.9645,33.9407,30,Cyprus,EQ,3.1,,3.1
6/22/2017,5:07:55,814,3,0,3,29.2774,32.2013,0,Egypt,EQ,3,,3
6/29/2017,23:20:19,875,3.2,0,3.2,27.706,34.2767,1,Red-Sea,EQ,3.2,,3.2
7/12/2017,19:44:45,849,3,0,2.9,34.8075,32.7218,10,Cyprus,EQ,2.9,,2.9
8/25/2017,23:56:04,155,3.3,0,3.3,28.0855,32.2804,300,Egypt,EQ,3.3,,3.3
10/5/2017,23:09:46,243,3.1,0,3,35.57,36.45,5,Syria,EQ,3,,3
10/10/2017,22:14:46,96,0,0,3.1,27.2073,34.2385,1,Red-Sea,EQ,3.1,,3.1
10/12/2017,18:03:25,138,3,0,3.2,28.2367,33.3869,150,Suez,EQ,3.2,,3.2
10/22/2017,15:26:52,171,3.3,0,3.3,29.2897,32.6817,8,Suez,EQ,3.3,,3.3
10/23/2017,17:34:22,996,2.7,0,3.1,34.7257,37.2726,1,Palmira,EQ,3.1,,3.1
11/5/2017,16:33:33,618,3.5,0,3.5,27.0276,34.3263,1,Red-Sea,EQ,3.5,,3.5
11/15/2017,7:43:06,718,3.3,0,3,28.9075,34.8087,0,Aragonese-Deep,EQ,3,,3
11/15/2017,18:41:12,27,3.3,0,3.4,27.6155,34.1144,1,Red-Sea,EQ,3.4,,3.4
11/20/2017,10:52:16,728,3.4,0,3.5,34.702,33.1759,14,Cyprus,EQ,3.5,,3.5
11/23/2017,21:07:55,599,3.3,0,3,27.8503,34.6448,1,Red-Sea,EQ,3,,3
11/30/2017,15:50:29,986,3.5,0,3.3,34.35,32.32,20,E.Mediter.Sea,EQ,3.3,,3.3
11/30/2017,15:55:51,477,0,0,3.7,34.38,32.17,30,E.Mediter.Sea,EQ,3.7,,3.7
