eventname,date,sta
20101019164758,2010-10-19T16_47_58,IS_MMC7__BHZ
20081006030624,2008-10-6T3_06_24,IS_ZFRI__SHZ
20081006030624,2008-10-6T3_06_24,IS_RTMI__SHZ
20081006030624,2008-10-6T3_06_24,IS_KZIT__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMA0B__BH1
20081006030624,2008-10-6T3_06_24,IS_MMA4__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC5__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMA0B__BHZ
20081006030624,2008-10-6T3_06_24,IS_MZDA__SHZ
20081006030624,2008-10-6T3_06_24,IS_DSI__SHZ
20081006030624,2008-10-6T3_06_24,IS_MZDA__SHN
20081006030624,2008-10-6T3_06_24,IS_MMA0__BHZ
20081006030624,2008-10-6T3_06_24,IS_DSI__SHE
20081006030624,2008-10-6T3_06_24,IS_MZDA__SHE
20081006030624,2008-10-6T3_06_24,IS_DSI__SHN
20081006030624,2008-10-6T3_06_24,IS_MMB4__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMA3__BHZ
20081006030624,2008-10-6T3_06_24,IS_SLTI__SHN
20081006030624,2008-10-6T3_06_24,IS_MMC6__BHZ
20081006030624,2008-10-6T3_06_24,IS_SLTI__SHE
20081006030624,2008-10-6T3_06_24,IS_MMA1__BHZ
20081006030624,2008-10-6T3_06_24,IS_SLTI__SHZ
20081006030624,2008-10-6T3_06_24,IS_MMB1__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC2__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC4__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC3__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC7__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMLI__BHZ
20081006030624,2008-10-6T3_06_24,IS_OFRI__SHZ
20081006030624,2008-10-6T3_06_24,IS_MMLI__BHE
20081006030624,2008-10-6T3_06_24,IS_MMA2__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMC1__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMB3__BHZ
20081006030624,2008-10-6T3_06_24,IS_MMB2__BHZ
20081006030624,2008-10-6T3_06_24,IS_HNTI__SHE
20081006030624,2008-10-6T3_06_24,IS_MMA0B__BH2
20081006030624,2008-10-6T3_06_24,IS_HMDT__SHZ
20081006030624,2008-10-6T3_06_24,IS_HNTI__SHN
20081006030624,2008-10-6T3_06_24,IS_MMLI__BHN
20081118091334,2008-11-18T9_13_34,IS_RTMI__SHZ
20081118091334,2008-11-18T9_13_34,IS_KZIT__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BH1
20081118091334,2008-11-18T9_13_34,IS_MMA4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC5__BHZ
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHZ
20081118091334,2008-11-18T9_13_34,IS_DSI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHN
20081118091334,2008-11-18T9_13_34,IS_MMA0__BHZ
20081118091334,2008-11-18T9_13_34,IS_DSI__SHE
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHE
20081118091334,2008-11-18T9_13_34,IS_DSI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMB4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA3__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMC6__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHE
20081118091334,2008-11-18T9_13_34,IS_MMA1__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MMB1__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC2__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC3__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC7__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHZ
20081118091334,2008-11-18T9_13_34,IS_OFRI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHE
20081118091334,2008-11-18T9_13_34,IS_MMA2__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC1__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMB3__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMB2__BHZ
20081118091334,2008-11-18T9_13_34,IS_HNTI__SHE
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BH2
20081118091334,2008-11-18T9_13_34,IS_HMDT__SHZ
20081118091334,2008-11-18T9_13_34,IS_HNTI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHN
20081102082728,2008-11-2T8_27_28,IS_ZFRI__SHZ
20081102082728,2008-11-2T8_27_28,IS_OFRI__SHZ
20080212141937,2008-2-12T14_19_37,IS_ZFRI__SHZ
20080212141937,2008-2-12T14_19_37,IS_EIL__BHZ
20080212141937,2008-2-12T14_19_37,IS_KRMI__SHZ
20080212141937,2008-2-12T14_19_37,IS_KRMI__SHN
20080212141937,2008-2-12T14_19_37,IS_KRMI__SHE
20080216180027,2008-2-16T18_00_27,IS_KRMI__SHN
20080215121515,2008-2-15T12_15_15,IS_KRMI__SHZ
20080203170646,2008-2-3T17_06_46,IS_MMC6__BHZ
20080203170646,2008-2-3T17_06_46,IS_RTMI__SHZ
20080203170646,2008-2-3T17_06_46,IS_MMB3__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMA0B__BH2
20080203170646,2008-2-3T17_06_46,IS_MMA0B__BH1
20080203170646,2008-2-3T17_06_46,IS_MMA4__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC5__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMA1__BHZ
20080203170646,2008-2-3T17_06_46,IS_OFRI__SHZ
20080203170646,2008-2-3T17_06_46,IS_MMA0__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMB4__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMA3__BHZ
20080203170646,2008-2-3T17_06_46,IS_SLTI__SHZ
20080203170646,2008-2-3T17_06_46,IS_MMB1__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC2__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMA0B__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC4__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC3__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC7__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMLI__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMA2__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMC1__BHZ
20080203170646,2008-2-3T17_06_46,IS_MMB2__BHZ
20080203170646,2008-2-3T17_06_46,IS_HNTI__SHE
20080203170646,2008-2-3T17_06_46,IS_HNTI__SHN
20080214181104,2008-2-14T18_11_04,IS_ZFRI__SHZ
20080320090634,2008-3-20T9_06_34,IS_ZFRI__SHZ
20080320090634,2008-3-20T9_06_34,IS_RTMI__SHZ
20080320090634,2008-3-20T9_06_34,IS_KZIT__BHZ
20080320090634,2008-3-20T9_06_34,IS_OFRI__SHZ
20080320090634,2008-3-20T9_06_34,IS_MZDA__SHZ
20080320090634,2008-3-20T9_06_34,IS_MZDA__SHN
20080320090634,2008-3-20T9_06_34,IS_MZDA__SHE
20080320090634,2008-3-20T9_06_34,IS_SLTI__SHN
20080320090634,2008-3-20T9_06_34,IS_SLTI__SHE
20080320090634,2008-3-20T9_06_34,IS_SLTI__SHZ
20080320090634,2008-3-20T9_06_34,IS_KRMI__SHZ
20080320090634,2008-3-20T9_06_34,IS_MMLI__BHZ
20080320090634,2008-3-20T9_06_34,IS_MMLI__BHE
20080320090634,2008-3-20T9_06_34,IS_HNTI__SHE
20080320090634,2008-3-20T9_06_34,IS_HMDT__SHZ
20080320090634,2008-3-20T9_06_34,IS_HNTI__SHN
20080320090634,2008-3-20T9_06_34,IS_MMLI__BHN
20080318030956,2008-3-18T3_09_56,IS_KZIT__BHN
20080318030956,2008-3-18T3_09_56,IS_ZFRI__SHZ
20080318030956,2008-3-18T3_09_56,IS_KZIT__BHE
20080318030956,2008-3-18T3_09_56,IS_RTMI__SHZ
20080318030956,2008-3-18T3_09_56,IS_KZIT__BHZ
20080318030956,2008-3-18T3_09_56,IS_OFRI__SHZ
20080318030956,2008-3-18T3_09_56,IS_MZDA__SHZ
20080318030956,2008-3-18T3_09_56,IS_DSI__SHZ
20080318030956,2008-3-18T3_09_56,IS_MZDA__SHN
20080318030956,2008-3-18T3_09_56,IS_DSI__SHE
20080318030956,2008-3-18T3_09_56,IS_MZDA__SHE
20080318030956,2008-3-18T3_09_56,IS_DSI__SHN
20080318030956,2008-3-18T3_09_56,IS_SLTI__SHN
20080318030956,2008-3-18T3_09_56,IS_SLTI__SHE
20080318030956,2008-3-18T3_09_56,IS_SLTI__SHZ
20080318030956,2008-3-18T3_09_56,IS_MMLI__BHZ
20080318030956,2008-3-18T3_09_56,IS_PRNI__SHN
20080318030956,2008-3-18T3_09_56,IS_MMLI__BHE
20080318030956,2008-3-18T3_09_56,IS_HNTI__SHE
20080318030956,2008-3-18T3_09_56,IS_HMDT__SHZ
20080318030956,2008-3-18T3_09_56,IS_HNTI__SHN
20080318030956,2008-3-18T3_09_56,IS_MMLI__BHN
20080320230301,2008-3-20T23_03_01,IS_KRMI__SHN
20080422191047,2008-4-22T19_10_47,IS_ZFRI__SHZ
20080422191047,2008-4-22T19_10_47,IS_KRMI__SHZ
20080422191047,2008-4-22T19_10_47,IS_KRMI__SHE
20080404141447,2008-4-4T14_14_47,IS_MMC6__BHZ
20080404141447,2008-4-4T14_14_47,IS_RTMI__SHZ
20080404141447,2008-4-4T14_14_47,IS_MMB3__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMA0B__BH2
20080404141447,2008-4-4T14_14_47,IS_MMA0B__BH1
20080404141447,2008-4-4T14_14_47,IS_MMA4__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMC5__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMA1__BHZ
20080404141447,2008-4-4T14_14_47,IS_OFRI__SHZ
20080404141447,2008-4-4T14_14_47,IS_MMA0__BHZ
20080404141447,2008-4-4T14_14_47,IS_MZDA__SHE
20080404141447,2008-4-4T14_14_47,IS_MMB4__BHZ
20080404141447,2008-4-4T14_14_47,IS_SLTI__SHZ
20080404141447,2008-4-4T14_14_47,IS_MMB1__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMA0B__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMC3__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMC7__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMA2__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMC1__BHZ
20080404141447,2008-4-4T14_14_47,IS_MMB2__BHZ
20080404141447,2008-4-4T14_14_47,IS_HNTI__SHE
20080404141447,2008-4-4T14_14_47,IS_HNTI__SHN
20080406225700,2008-4-6T22_57_00,IS_MMC6__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMB3__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMA0B__BH2
20080406225700,2008-4-6T22_57_00,IS_MMA0B__BH1
20080406225700,2008-4-6T22_57_00,IS_MMC5__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMA1__BHZ
20080406225700,2008-4-6T22_57_00,IS_OFRI__SHZ
20080406225700,2008-4-6T22_57_00,IS_MZDA__SHZ
20080406225700,2008-4-6T22_57_00,IS_DSI__SHZ
20080406225700,2008-4-6T22_57_00,IS_MMA0__BHZ
20080406225700,2008-4-6T22_57_00,IS_MZDA__SHE
20080406225700,2008-4-6T22_57_00,IS_MMB4__BHZ
20080406225700,2008-4-6T22_57_00,IS_SLTI__SHE
20080406225700,2008-4-6T22_57_00,IS_SLTI__SHZ
20080406225700,2008-4-6T22_57_00,IS_MMB1__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMC2__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMA0B__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMC4__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMC3__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMC7__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMLI__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMA2__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMC1__BHZ
20080406225700,2008-4-6T22_57_00,IS_MMB2__BHZ
20080406225700,2008-4-6T22_57_00,IS_HNTI__SHE
20080406225700,2008-4-6T22_57_00,IS_HNTI__SHN
20080529061043,2008-5-29T6_10_43,IS_MMB3__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMA0B__BH2
20080529061043,2008-5-29T6_10_43,IS_MMA0B__BH1
20080529061043,2008-5-29T6_10_43,IS_MMA4__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC5__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMA1__BHZ
20080529061043,2008-5-29T6_10_43,IS_OFRI__SHZ
20080529061043,2008-5-29T6_10_43,IS_MMA0__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMB4__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMA3__BHZ
20080529061043,2008-5-29T6_10_43,IS_SLTI__SHN
20080529061043,2008-5-29T6_10_43,IS_SLTI__SHE
20080529061043,2008-5-29T6_10_43,IS_SLTI__SHZ
20080529061043,2008-5-29T6_10_43,IS_MMB1__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC2__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMA0B__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC4__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC3__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC7__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMLI__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMA2__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMC1__BHZ
20080529061043,2008-5-29T6_10_43,IS_MMB2__BHZ
20080529061043,2008-5-29T6_10_43,IS_HNTI__SHE
20080529061043,2008-5-29T6_10_43,IS_HMDT__SHZ
20080529061043,2008-5-29T6_10_43,IS_HNTI__SHN
20080529071612,2008-5-29T7_16_12,IS_MMB3__BHZ
20080529071612,2008-5-29T7_16_12,IS_MMA4__BHZ
20080529071612,2008-5-29T7_16_12,IS_MMA1__BHZ
20080529071612,2008-5-29T7_16_12,IS_MMB4__BHZ
20080529071612,2008-5-29T7_16_12,IS_MMB1__BHZ
20080529071612,2008-5-29T7_16_12,IS_MMB2__BHZ
20080529071612,2008-5-29T7_16_12,IS_HNTI__SHE
20080529071612,2008-5-29T7_16_12,IS_HNTI__SHN
20080519085616,2008-5-19T8_56_16,IS_MMB3__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMA4__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC5__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMA1__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMA0__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMB4__BHZ
20080519085616,2008-5-19T8_56_16,IS_SLTI__SHZ
20080519085616,2008-5-19T8_56_16,IS_MMB1__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC2__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC4__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC3__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC7__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMA2__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMC1__BHZ
20080519085616,2008-5-19T8_56_16,IS_MMB2__BHZ
20080519085616,2008-5-19T8_56_16,IS_HNTI__SHE
20080602031743,2008-6-2T3_17_43,IS_ZFRI__SHZ
20080602031743,2008-6-2T3_17_43,IS_RTMI__SHZ
20080602031743,2008-6-2T3_17_43,IS_MMB3__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMA0B__BH2
20080602031743,2008-6-2T3_17_43,IS_MMA0B__BH1
20080602031743,2008-6-2T3_17_43,IS_MMA4__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC5__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMA1__BHZ
20080602031743,2008-6-2T3_17_43,IS_OFRI__SHZ
20080602031743,2008-6-2T3_17_43,IS_MZDA__SHZ
20080602031743,2008-6-2T3_17_43,IS_DSI__SHZ
20080602031743,2008-6-2T3_17_43,IS_MZDA__SHN
20080602031743,2008-6-2T3_17_43,IS_MMA0__BHZ
20080602031743,2008-6-2T3_17_43,IS_MZDA__SHE
20080602031743,2008-6-2T3_17_43,IS_MMLI__BHE
20080602031743,2008-6-2T3_17_43,IS_MMB4__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMA3__BHZ
20080602031743,2008-6-2T3_17_43,IS_SLTI__SHN
20080602031743,2008-6-2T3_17_43,IS_SLTI__SHE
20080602031743,2008-6-2T3_17_43,IS_SLTI__SHZ
20080602031743,2008-6-2T3_17_43,IS_MMB1__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC2__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMA0B__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC4__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC3__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC7__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMLI__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMA2__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMC1__BHZ
20080602031743,2008-6-2T3_17_43,IS_MMB2__BHZ
20080602031743,2008-6-2T3_17_43,IS_HNTI__SHE
20080602031743,2008-6-2T3_17_43,IS_HMDT__SHZ
20080602031743,2008-6-2T3_17_43,IS_HNTI__SHN
20080602031743,2008-6-2T3_17_43,IS_MMLI__BHN
20080606011612,2008-6-6T1_16_12,IS_ZFRI__SHZ
20080606011612,2008-6-6T1_16_12,IS_MMB2__BHZ
20080918165422,2008-9-18T16_54_22,IS_ZFRI__SHZ
20080918165422,2008-9-18T16_54_22,IS_RTMI__SHZ
20080918165422,2008-9-18T16_54_22,IS_DSI__SHZ
20080918165422,2008-9-18T16_54_22,IS_HNTI__SHE
20081028221352,2008-10-28T22_13_52,IS_ZFRI__SHZ
20081118091334,2008-11-18T9_13_34,IS_RTMI__SHZ
20081118091334,2008-11-18T9_13_34,IS_KZIT__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BH1
20081118091334,2008-11-18T9_13_34,IS_MMA4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC5__BHZ
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHZ
20081118091334,2008-11-18T9_13_34,IS_DSI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHN
20081118091334,2008-11-18T9_13_34,IS_MMA0__BHZ
20081118091334,2008-11-18T9_13_34,IS_DSI__SHE
20081118091334,2008-11-18T9_13_34,IS_MZDA__SHE
20081118091334,2008-11-18T9_13_34,IS_DSI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMB4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA3__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMC6__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHE
20081118091334,2008-11-18T9_13_34,IS_MMA1__BHZ
20081118091334,2008-11-18T9_13_34,IS_SLTI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MMB1__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC2__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC4__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC3__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC7__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHZ
20081118091334,2008-11-18T9_13_34,IS_OFRI__SHZ
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHE
20081118091334,2008-11-18T9_13_34,IS_MMA2__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMC1__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMB3__BHZ
20081118091334,2008-11-18T9_13_34,IS_MMB2__BHZ
20081118091334,2008-11-18T9_13_34,IS_HNTI__SHE
20081118091334,2008-11-18T9_13_34,IS_MMA0B__BH2
20081118091334,2008-11-18T9_13_34,IS_HMDT__SHZ
20081118091334,2008-11-18T9_13_34,IS_HNTI__SHN
20081118091334,2008-11-18T9_13_34,IS_MMLI__BHN
20081102082728,2008-11-2T8_27_28,IS_ZFRI__SHZ
20081102082728,2008-11-2T8_27_28,IS_OFRI__SHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BH2
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BH1
20081228093634,2008-12-28T9_36_34,IS_MMA4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC5__BHZ
20081228093634,2008-12-28T9_36_34,IS_OFRI__SHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC6__BHZ
20081228093634,2008-12-28T9_36_34,IS_SLTI__SHE
20081228093634,2008-12-28T9_36_34,IS_MMA1__BHZ
20081228093634,2008-12-28T9_36_34,IS_SLTI__SHZ
20081228093634,2008-12-28T9_36_34,IS_MMB1__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC2__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC7__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA2__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC1__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB2__BHZ
20081228093634,2008-12-28T9_36_34,IS_HNTI__SHE
20081228093634,2008-12-28T9_36_34,IS_HNTI__SHN
20081214025908,2008-12-14T2_59_08,IS_KZIT__BHN
20081214025908,2008-12-14T2_59_08,IS_ZFRI__SHZ
20081214025908,2008-12-14T2_59_08,IS_RTMI__SHZ
20081214025908,2008-12-14T2_59_08,IS_MMA0B__BH1
20081214025908,2008-12-14T2_59_08,IS_MMA4__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC5__BHZ
20081214025908,2008-12-14T2_59_08,IS_MZDA__SHZ
20081214025908,2008-12-14T2_59_08,IS_MZDA__SHN
20081214025908,2008-12-14T2_59_08,IS_MMA0__BHZ
20081214025908,2008-12-14T2_59_08,IS_MZDA__SHE
20081214025908,2008-12-14T2_59_08,IS_MMB4__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMA3__BHZ
20081214025908,2008-12-14T2_59_08,IS_SLTI__SHN
20081214025908,2008-12-14T2_59_08,IS_MMC6__BHZ
20081214025908,2008-12-14T2_59_08,IS_SLTI__SHE
20081214025908,2008-12-14T2_59_08,IS_MMA1__BHZ
20081214025908,2008-12-14T2_59_08,IS_SLTI__SHZ
20081214025908,2008-12-14T2_59_08,IS_MMB1__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC2__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMA0B__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC4__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC3__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC7__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMLI__BHZ
20081214025908,2008-12-14T2_59_08,IS_OFRI__SHZ
20081214025908,2008-12-14T2_59_08,IS_MMA2__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMC1__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMB3__BHZ
20081214025908,2008-12-14T2_59_08,IS_MMB2__BHZ
20081214025908,2008-12-14T2_59_08,IS_HNTI__SHE
20081214025908,2008-12-14T2_59_08,IS_MMA0B__BH2
20081214025908,2008-12-14T2_59_08,IS_HMDT__SHZ
20081214025908,2008-12-14T2_59_08,IS_HNTI__SHN
20081214025908,2008-12-14T2_59_08,IS_MMLI__BHN
20081201224613,2008-12-1T22_46_13,IS_MMA0B__BH1
20081201224613,2008-12-1T22_46_13,IS_MMA4__BHZ
20081201224613,2008-12-1T22_46_13,IS_MMC5__BHZ
20081201224613,2008-12-1T22_46_13,IS_MMA0B__BHZ
20081201224613,2008-12-1T22_46_13,IS_MZDA__SHZ
20081201224613,2008-12-1T22_46_13,IS_MMA0__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BH2
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BH1
20081228093634,2008-12-28T9_36_34,IS_MMA4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC5__BHZ
20081228093634,2008-12-28T9_36_34,IS_OFRI__SHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC6__BHZ
20081228093634,2008-12-28T9_36_34,IS_SLTI__SHE
20081228093634,2008-12-28T9_36_34,IS_MMA1__BHZ
20081228093634,2008-12-28T9_36_34,IS_SLTI__SHZ
20081228093634,2008-12-28T9_36_34,IS_MMB1__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC2__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA0B__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC4__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC7__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMA2__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMC1__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB3__BHZ
20081228093634,2008-12-28T9_36_34,IS_MMB2__BHZ
20081228093634,2008-12-28T9_36_34,IS_HNTI__SHE
20081228093634,2008-12-28T9_36_34,IS_HNTI__SHN
20091120015254,2009-11-20T1_52_54,IS_MMA0B__BH1
20091120015254,2009-11-20T1_52_54,IS_MMA4__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC5__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC1__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMA0__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC4__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMB4__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMA3__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC6__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMB1__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC2__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC3__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMC7__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMA2__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMB3__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMB2__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMA0B__BH2
20091120015254,2009-11-20T1_52_54,IS_MMA0B__BHZ
20091120015254,2009-11-20T1_52_54,IS_MMA1__BHZ
