eventname,date,sta
20120512185859,2012-5-12T18_58_59,IS_ZFRI__SHZ
20120512185859,2012-5-12T18_58_59,IS_ZFRI__SHN
20120512185859,2012-5-12T18_58_59,IS_KZIT__BHZ
20120512185859,2012-5-12T18_58_59,IS_ZFRI__SHE
20120512185859,2012-5-12T18_58_59,IS_AMAZ__BHZ
20120512185859,2012-5-12T18_58_59,IS_MZDA__SHE
20120512185859,2012-5-12T18_58_59,IS_BLGI__SHZ
20120512185859,2012-5-12T18_58_59,IS_BLGI__SHE
20120512185859,2012-5-12T18_58_59,IS_MZDA__SHN
20120512185859,2012-5-12T18_58_59,IS_BLGI__SHN
20120512185859,2012-5-12T18_58_59,IS_MZDA__SHZ
20120512185859,2012-5-12T18_58_59,IS_HNTI__SHZ
20120512185859,2012-5-12T18_58_59,IS_HNTI__SHE
20120512185859,2012-5-12T18_58_59,IS_HNTI__SHN
20120503062429,2012-5-3T6_24_29,IS_MBRI__SHZ
20120503062429,2012-5-3T6_24_29,IS_OFRI__SHE
